accession	W	M	start	end	count	idr_frac	p_window_meet	q_window_meet_global	ptm_count	is_candidate_window	is_idr_localized	region_label	is_significant_q10
O00267	15	2	678	692	2	0.0	0.0129870129870129	0.0378392133601185	2	True	False	ORD	True
O00267	15	2	679	693	2	0.0	0.0129870129870129	0.0378392133601185	2	True	False	ORD	True
O00267	15	2	680	694	2	0.0	0.0159840159840159	0.0422036385522692	2	True	False	ORD	True
O00267	15	2	681	695	2	0.0	0.0149850149850149	0.0407795581142661	2	True	False	ORD	True
O00267	15	2	684	698	2	0.0	0.0119880119880119	0.0364683580358555	2	True	False	ORD	True
O00267	15	2	685	699	2	0.0666666666666666	0.0169830169830169	0.0435718594892349	2	True	False	ORD	True
O00267	15	2	686	700	3	0.0666666666666666	0.0159840159840159	0.0422036385522692	3	True	False	ORD	True
O00267	15	2	687	701	4	0.0666666666666666	0.0169830169830169	0.0435718594892349	4	True	False	ORD	True
O00267	15	2	688	702	5	0.0666666666666666	0.0149850149850149	0.0407795581142661	5	True	False	ORD	True
O00267	15	2	689	703	5	0.0666666666666666	0.0139860139860139	0.0393490586695117	5	True	False	ORD	True
O00267	15	2	690	704	5	0.0666666666666666	0.0129870129870129	0.0378392133601185	5	True	False	ORD	True
O00267	15	2	691	705	5	0.0666666666666666	0.0129870129870129	0.0378392133601185	5	True	False	ORD	True
O00267	15	2	692	706	5	0.0666666666666666	0.0139860139860139	0.0393490586695117	5	True	False	ORD	True
O00267	15	2	693	707	5	0.0666666666666666	0.0129870129870129	0.0378392133601185	5	True	False	ORD	True
O00267	15	2	694	708	5	0.0666666666666666	0.0119880119880119	0.0364683580358555	5	True	False	ORD	True
O00267	15	2	695	709	5	0.0666666666666666	0.0099900099900099	0.0333658748717274	5	True	False	ORD	True
O00267	15	2	696	710	5	0.0666666666666666	0.0119880119880119	0.0364683580358555	5	True	False	ORD	True
O00267	15	2	697	711	5	0.0666666666666666	0.0119880119880119	0.0364683580358555	5	True	False	ORD	True
O00267	15	2	698	712	4	0.0666666666666666	0.0119880119880119	0.0364683580358555	4	True	False	ORD	True
O00267	15	2	699	713	3	0.0666666666666666	0.0149850149850149	0.0407795581142661	3	True	False	ORD	True
O00267	15	2	700	714	3	0.0666666666666666	0.0169830169830169	0.0435718594892349	3	True	False	ORD	True
O00267	15	2	701	715	2	0.0666666666666666	0.0159840159840159	0.0422036385522692	2	True	False	ORD	True
O00267	15	2	774	788	2	0.0666666666666666	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00267	15	2	775	789	2	0.0666666666666666	0.0199800199800199	0.0480170864873801	2	True	False	ORD	True
O00267	15	2	776	790	2	0.0	0.0149850149850149	0.0407795581142661	2	True	False	ORD	True
O00267	15	2	777	791	2	0.0666666666666666	0.0149850149850149	0.0407795581142661	2	True	False	ORD	True
O00267	15	2	778	792	2	0.0666666666666666	0.0149850149850149	0.0407795581142661	2	True	False	ORD	True
O00267	15	2	779	793	2	0.0666666666666666	0.0169830169830169	0.0435718594892349	2	True	False	ORD	True
O00267	15	2	781	795	2	0.1333333333333333	0.0169830169830169	0.0435718594892349	2	True	False	ORD	True
O00267	15	2	782	796	2	0.1333333333333333	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00267	15	2	783	797	2	0.1333333333333333	0.0189810189810189	0.0464677351633873	2	True	False	ORD	True
O00267	15	2	784	798	2	0.1333333333333333	0.0199800199800199	0.0480170864873801	2	True	False	ORD	True
O00267	15	2	785	799	2	0.2	0.0229770229770229	0.0527003954116706	2	True	False	ORD	True
O00267	15	2	786	800	2	0.2	0.0239760239760239	0.0541447856955878	2	True	False	ORD	True
O00267	15	2	787	801	2	0.2	0.0249750249750249	0.0554519087642116	2	True	False	ORD	True
O00267	15	2	788	802	2	0.2	0.0249750249750249	0.0554519087642116	2	True	False	ORD	True
O00267	15	2	789	803	2	0.2666666666666666	0.0229770229770229	0.0527003954116706	2	True	False	ORD	True
O00267	15	2	790	804	2	0.2666666666666666	0.0219780219780219	0.0511875065151041	2	True	False	ORD	True
O00267	15	2	791	805	2	0.2666666666666666	0.0209790209790209	0.0496661092019316	2	True	False	ORD	True
O00267	15	2	792	806	2	0.2	0.0199800199800199	0.0480170864873801	2	True	False	ORD	True
O00267	15	2	793	807	2	0.2	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00267	15	2	794	808	2	0.2	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00267	15	2	795	809	2	0.2	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00267	15	2	796	810	2	0.1333333333333333	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00267	15	2	797	811	2	0.1333333333333333	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00267	15	2	798	812	2	0.1333333333333333	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00267	15	2	799	813	2	0.2	0.0169830169830169	0.0435718594892349	2	True	False	ORD	True
O00267	15	2	800	814	2	0.1333333333333333	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00267	15	2	801	815	2	0.1333333333333333	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00267	15	2	802	816	2	0.1333333333333333	0.0159840159840159	0.0422036385522692	2	True	False	ORD	True
O00267	15	2	803	817	2	0.1333333333333333	0.0169830169830169	0.0435718594892349	2	True	False	ORD	True
O00267	15	2	804	818	2	0.0666666666666666	0.0159840159840159	0.0422036385522692	2	True	False	ORD	True
O00267	15	2	805	819	2	0.0666666666666666	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00267	15	2	806	820	2	0.0666666666666666	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00267	15	2	807	821	2	0.0666666666666666	0.0199800199800199	0.0480170864873801	2	True	False	ORD	True
O00267	15	2	808	822	2	0.1333333333333333	0.0189810189810189	0.0464677351633873	2	True	False	ORD	True
O00267	15	2	809	823	2	0.2	0.0169830169830169	0.0435718594892349	2	True	False	ORD	True
O00267	15	2	810	824	2	0.2	0.0169830169830169	0.0435718594892349	2	True	False	ORD	True
O00401	15	2	242	256	2	0.1333333333333333	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O00418	15	2	52	66	2	0.0666666666666666	0.0249750249750249	0.0554519087642116	2	True	False	ORD	True
O00418	15	2	53	67	2	0.0666666666666666	0.0239760239760239	0.0541447856955878	2	True	False	ORD	True
O00418	15	2	54	68	2	0.0666666666666666	0.0259740259740259	0.056792125757643	2	True	False	ORD	True
O00418	15	2	55	69	2	0.0666666666666666	0.0219780219780219	0.0511875065151041	2	True	False	ORD	True
O00418	15	2	56	70	2	0.0666666666666666	0.0219780219780219	0.0511875065151041	2	True	False	ORD	True
O00418	15	2	57	71	2	0.0666666666666666	0.0199800199800199	0.0480170864873801	2	True	False	ORD	True
O00418	15	2	58	72	2	0.0666666666666666	0.0169830169830169	0.0435718594892349	2	True	False	ORD	True
O00418	15	2	59	73	2	0.0666666666666666	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00418	15	2	60	74	2	0.0666666666666666	0.0139860139860139	0.0393490586695117	2	True	False	ORD	True
O00418	15	2	61	75	2	0.0666666666666666	0.0119880119880119	0.0364683580358555	2	True	False	ORD	True
O00418	15	2	64	78	2	0.0666666666666666	0.0159840159840159	0.0422036385522692	2	True	False	ORD	True
O00418	15	2	65	79	2	0.0666666666666666	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00418	15	2	66	80	2	0.0666666666666666	0.0159840159840159	0.0422036385522692	2	True	False	ORD	True
O00418	15	2	339	353	2	0.0666666666666666	0.0249750249750249	0.0554519087642116	2	True	False	ORD	True
O00418	15	2	340	354	2	0.0666666666666666	0.0249750249750249	0.0554519087642116	2	True	False	ORD	True
O00418	15	2	341	355	2	0.0666666666666666	0.0239760239760239	0.0541447856955878	2	True	False	ORD	True
O00418	15	2	342	356	2	0.1333333333333333	0.0239760239760239	0.0541447856955878	2	True	False	ORD	True
O00418	15	2	343	357	2	0.1333333333333333	0.0189810189810189	0.0464677351633873	2	True	False	ORD	True
O00418	15	2	344	358	2	0.1333333333333333	0.0199800199800199	0.0480170864873801	2	True	False	ORD	True
O00418	15	2	345	359	3	0.1333333333333333	0.0199800199800199	0.0480170864873801	3	True	False	ORD	True
O00418	15	2	346	360	3	0.2	0.0169830169830169	0.0435718594892349	3	True	False	ORD	True
O00418	15	2	347	361	3	0.2	0.0139860139860139	0.0393490586695117	3	True	False	ORD	True
O00418	15	2	348	362	3	0.2	0.0139860139860139	0.0393490586695117	3	True	False	ORD	True
O00418	15	2	349	363	2	0.2666666666666666	0.0129870129870129	0.0378392133601185	2	True	False	ORD	True
O00418	15	2	350	364	2	0.2666666666666666	0.0089910089910089	0.0318532139001937	2	True	False	ORD	True
O00418	15	2	351	365	2	0.2666666666666666	0.0119880119880119	0.0364683580358555	2	True	False	ORD	True
O00418	15	2	352	366	3	0.2	0.0139860139860139	0.0393490586695117	3	True	False	ORD	True
O00418	15	2	353	367	3	0.2	0.0139860139860139	0.0393490586695117	3	True	False	ORD	True
O00418	15	2	354	368	2	0.2	0.0099900099900099	0.0333658748717274	2	True	False	ORD	True
O00418	15	2	355	369	2	0.2	0.0119880119880119	0.0364683580358555	2	True	False	ORD	True
O00418	15	2	356	370	2	0.2	0.0159840159840159	0.0422036385522692	2	True	False	ORD	True
O00418	15	2	357	371	2	0.1333333333333333	0.0189810189810189	0.0464677351633873	2	True	False	ORD	True
O00418	15	2	358	372	2	0.2	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00418	15	2	359	373	2	0.2	0.0179820179820179	0.0450243459848582	2	True	False	ORD	True
O00429	15	2	630	644	2	0.1333333333333333	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O00429	15	2	631	645	2	0.1333333333333333	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O00429	15	2	632	646	2	0.1333333333333333	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O00429	15	2	633	647	2	0.1333333333333333	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O00429	15	2	634	648	2	0.1333333333333333	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O00429	15	2	635	649	2	0.1333333333333333	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O00429	15	2	636	650	2	0.1333333333333333	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O00429	15	2	637	651	2	0.1333333333333333	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O00444	15	2	32	46	2	0.0	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O00444	15	2	33	47	2	0.0666666666666666	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O00444	15	2	34	48	2	0.0666666666666666	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O00444	15	2	35	49	2	0.0666666666666666	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O00444	15	2	36	50	2	0.0666666666666666	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O00444	15	2	37	51	2	0.0666666666666666	0.0019980019980019	0.0193256125459515	2	True	False	ORD	True
O00444	15	2	38	52	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O00444	15	2	39	53	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O00444	15	2	40	54	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O00444	15	2	41	55	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O00444	15	2	42	56	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O00444	15	2	43	57	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O00444	15	2	44	58	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O00444	15	2	45	59	2	0.0666666666666666	0.0009990009990009	0.0179065416756418	2	True	False	ORD	True
O00571	15	2	169	183	2	0.2666666666666666	0.0489510489510489	0.0880035247851339	2	True	False	ORD	True
O00571	15	2	170	184	2	0.2666666666666666	0.0469530469530469	0.0856808907107066	2	True	False	ORD	True
O00571	15	2	171	185	2	0.2666666666666666	0.0439560439560439	0.0821573752440354	2	True	False	ORD	True
O00571	15	2	172	186	2	0.2666666666666666	0.0449550449550449	0.083367800300876	2	True	False	ORD	True
O00571	15	2	173	187	2	0.2	0.0459540459540459	0.0845889356045401	2	True	False	ORD	True
O00571	15	2	174	188	2	0.2	0.0419580419580419	0.0795067805747156	2	True	False	ORD	True
O00571	15	2	175	189	2	0.2	0.0439560439560439	0.0821573752440354	2	True	False	ORD	True
O00571	15	2	176	190	2	0.2	0.0409590409590409	0.0782669818868913	2	True	False	ORD	True
O00571	15	2	177	191	2	0.2	0.0389610389610389	0.0755359781160901	2	True	False	ORD	True
O00571	15	2	178	192	2	0.2	0.0379620379620379	0.0741369248583455	2	True	False	ORD	True
O00571	15	2	179	193	2	0.1333333333333333	0.0319680319680319	0.0651046484379817	2	True	False	ORD	True
O00571	15	2	180	194	2	0.0666666666666666	0.0319680319680319	0.0651046484379817	2	True	False	ORD	True
O00571	15	2	181	195	2	0.0666666666666666	0.0329670329670329	0.066599588700622	2	True	False	ORD	True
O00571	15	2	424	438	2	0.0666666666666666	0.0359640359640359	0.0712498235485662	2	True	False	ORD	True
O00571	15	2	425	439	2	0.0666666666666666	0.0299700299700299	0.0621200729181488	2	True	False	ORD	True
O00571	15	2	426	440	2	0.0	0.0299700299700299	0.0621200729181488	2	True	False	ORD	True
O00571	15	2	427	441	2	0.0	0.0269730269730269	0.0579975014801898	2	True	False	ORD	True
O00571	15	2	428	442	3	0.0	0.0269730269730269	0.0579975014801898	3	True	False	ORD	True
O00571	15	2	429	443	3	0.0	0.0259740259740259	0.056792125757643	3	True	False	ORD	True
O00571	15	2	430	444	2	0.0	0.0279720279720279	0.0593358821206922	2	True	False	ORD	True
O00571	15	2	431	445	2	0.0	0.0259740259740259	0.056792125757643	2	True	False	ORD	True
O00571	15	2	432	446	2	0.0	0.0269730269730269	0.0579975014801898	2	True	False	ORD	True
O00571	15	2	433	447	2	0.0	0.0229770229770229	0.0527003954116706	2	True	False	ORD	True
O00571	15	2	434	448	2	0.0	0.0229770229770229	0.0527003954116706	2	True	False	ORD	True
O00571	15	2	435	449	2	0.0	0.0269730269730269	0.0579975014801898	2	True	False	ORD	True
O00571	15	2	436	450	2	0.0	0.0269730269730269	0.0579975014801898	2	True	False	ORD	True
O00571	15	2	437	451	2	0.0	0.0269730269730269	0.0579975014801898	2	True	False	ORD	True
O00571	15	2	438	452	2	0.0	0.0289710289710289	0.0606687768246828	2	True	False	ORD	True
O00571	15	2	442	456	2	0.0666666666666666	0.0379620379620379	0.0741369248583455	2	True	False	ORD	True
O00571	15	2	455	469	2	0.1333333333333333	0.0399600399600399	0.0769429366912496	2	True	False	ORD	True
O00571	15	2	456	470	3	0.0666666666666666	0.0359640359640359	0.0712498235485662	3	True	False	ORD	True
O00571	15	2	457	471	2	0.0666666666666666	0.0339660339660339	0.0682196144956536	2	True	False	ORD	True
O00571	15	2	458	472	2	0.0666666666666666	0.0409590409590409	0.0782669818868913	2	True	False	ORD	True
O00571	15	2	459	473	2	0.0666666666666666	0.0409590409590409	0.0782669818868913	2	True	False	ORD	True
O00571	15	2	460	474	2	0.0666666666666666	0.0329670329670329	0.066599588700622	2	True	False	ORD	True
O00571	15	2	461	475	2	0.1333333333333333	0.0399600399600399	0.0769429366912496	2	True	False	ORD	True
O00571	15	2	462	476	2	0.1333333333333333	0.0409590409590409	0.0782669818868913	2	True	False	ORD	True
O00571	15	2	463	477	2	0.1333333333333333	0.0419580419580419	0.0795067805747156	2	True	False	ORD	True
O00571	15	2	464	478	2	0.1333333333333333	0.0379620379620379	0.0741369248583455	2	True	False	ORD	True
O00571	15	2	465	479	2	0.1333333333333333	0.0389610389610389	0.0755359781160901	2	True	False	ORD	True
O00571	15	2	466	480	2	0.1333333333333333	0.0359640359640359	0.0712498235485662	2	True	False	ORD	True
O00571	15	2	467	481	2	0.1333333333333333	0.0399600399600399	0.0769429366912496	2	True	False	ORD	True
O00571	15	2	468	482	2	0.1333333333333333	0.0379620379620379	0.0741369248583455	2	True	False	ORD	True
O00571	15	2	469	483	2	0.0666666666666666	0.0349650349650349	0.0697681641737585	2	True	False	ORD	True
O00571	15	2	529	543	2	0.0666666666666666	0.0359640359640359	0.0712498235485662	2	True	False	ORD	True
O00571	15	2	530	544	2	0.0666666666666666	0.0359640359640359	0.0712498235485662	2	True	False	ORD	True
O00571	15	2	531	545	2	0.0666666666666666	0.0359640359640359	0.0712498235485662	2	True	False	ORD	True
O00571	15	2	532	546	2	0.0666666666666666	0.0359640359640359	0.0712498235485662	2	True	False	ORD	True
O00571	15	2	533	547	2	0.0666666666666666	0.0339660339660339	0.0682196144956536	2	True	False	ORD	True
O00571	15	2	534	548	2	0.0666666666666666	0.0359640359640359	0.0712498235485662	2	True	False	ORD	True
O00571	15	2	535	549	2	0.0666666666666666	0.0319680319680319	0.0651046484379817	2	True	False	ORD	True
O00571	15	2	536	550	2	0.0666666666666666	0.0319680319680319	0.0651046484379817	2	True	False	ORD	True
O00571	15	2	537	551	2	0.0666666666666666	0.0389610389610389	0.0755359781160901	2	True	False	ORD	True
O00571	15	2	538	552	2	0.1333333333333333	0.0409590409590409	0.0782669818868913	2	True	False	ORD	True
O00571	15	2	539	553	2	0.1333333333333333	0.0369630369630369	0.0727105017211221	2	True	False	ORD	True
O00571	15	2	540	554	2	0.1333333333333333	0.0419580419580419	0.0795067805747156	2	True	False	ORD	True
O00571	15	2	541	555	2	0.0666666666666666	0.0429570429570429	0.0807476152441878	2	True	False	ORD	True
O00571	15	2	542	556	2	0.0666666666666666	0.0419580419580419	0.0795067805747156	2	True	False	ORD	True
O14777	15	2	41	55	2	0.0	0.0069930069930069	0.0283411406252097	2	True	False	ORD	True
O14777	15	2	42	56	2	0.0	0.0079920079920079	0.0301772619369185	2	True	False	ORD	True
O14777	15	2	43	57	2	0.0	0.0069930069930069	0.0283411406252097	2	True	False	ORD	True
O14777	15	2	44	58	2	0.0	0.0049950049950049	0.0252621629867138	2	True	False	ORD	True
O14777	15	2	45	59	3	0.0	0.0069930069930069	0.0283411406252097	3	True	False	ORD	True
O14777	15	2	46	60	3	0.0	0.0079920079920079	0.0301772619369185	3	True	False	ORD	True
O14777	15	2	47	61	3	0.0	0.0069930069930069	0.0283411406252097	3	True	False	ORD	True
O14777	15	2	48	62	4	0.0	0.0079920079920079	0.0301772619369185	4	True	False	ORD	True
O14777	15	2	49	63	4	0.0	0.0069930069930069	0.0283411406252097	4	True	False	ORD	True
O14777	15	2	50	64	4	0.0	0.0079920079920079	0.0301772619369185	4	True	False	ORD	True
O14777	15	2	51	65	4	0.0666666666666666	0.0079920079920079	0.0301772619369185	4	True	False	ORD	True
O14777	15	2	52	66	4	0.0666666666666666	0.0119880119880119	0.0364683580358555	4	True	False	ORD	True
O14777	15	2	53	67	4	0.0666666666666666	0.0129870129870129	0.0378392133601185	4	True	False	ORD	True
O14777	15	2	54	68	3	0.0666666666666666	0.0149850149850149	0.0407795581142661	3	True	False	ORD	True
O14777	15	2	55	69	3	0.0666666666666666	0.0169830169830169	0.0435718594892349	3	True	False	ORD	True
O14777	15	2	56	70	2	0.0666666666666666	0.0159840159840159	0.0422036385522692	2	True	False	ORD	True
O14777	15	2	57	71	2	0.0666666666666666	0.0159840159840159	0.0422036385522692	2	True	False	ORD	True
O14777	15	2	58	72	2	0.0666666666666666	0.0129870129870129	0.0378392133601185	2	True	False	ORD	True
O14777	15	2	59	73	2	0.0666666666666666	0.0139860139860139	0.0393490586695117	2	True	False	ORD	True
O14791	15	2	300	314	2	0.2666666666666666	0.0059940059940059	0.026644934013355	2	True	False	ORD	True
O14791	15	2	301	315	2	0.2666666666666666	0.0049950049950049	0.0252621629867138	2	True	False	ORD	True
O14791	15	2	302	316	2	0.2666666666666666	0.0059940059940059	0.026644934013355	2	True	False	ORD	True
O14791	15	2	303	317	2	0.2666666666666666	0.0059940059940059	0.026644934013355	2	True	False	ORD	True
O14791	15	2	304	318	2	0.2666666666666666	0.0059940059940059	0.026644934013355	2	True	False	ORD	True
O14791	15	2	305	319	2	0.2	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O14791	15	2	306	320	2	0.2	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O14791	15	2	307	321	2	0.2	0.0029970029970029	0.0211150211150211	2	True	False	ORD	True
O14791	15	2	308	322	2	0.2	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O14791	15	2	309	323	2	0.2	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O14791	15	2	310	324	2	0.2	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O14791	15	2	311	325	2	0.2	0.0039960039960039	0.0234768014400735	2	True	False	ORD	True
O14920	15	2	165	179	2	0.0666666666666666	0.0059940059940059	0.026644934013355	2	True	False	ORD	True
O14920	15	2	166	180	2	0.0666666666666666	0.0049950049950049	0.0252621629867138	2	True	False	ORD	True
